entity_type,layer,text,insert_x,insert_y,start_x,start_y,start_z,end_x,end_y,end_z,center_x,center_y,radius,vertices,vertex_count,closed,start_angle,end_angle
LINE,CAJONEO,,,,-55.4223,11.5193,0.0,-53.7973,11.5193,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.4223,10.6193,0.0,-53.7973,10.6193,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.7223,11.9193,0.0,-55.5723,11.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.5723,11.8693,0.0,-55.7223,11.8693,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.7223,9.9193,0.0,-55.5723,9.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.5723,9.9693,0.0,-55.7223,9.9693,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.5723,11.9193,0.0,-55.5723,9.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.7223,11.9193,0.0,-55.7223,9.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.6723,11.8693,0.0,-55.6723,9.9693,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.6223,11.8693,0.0,-55.6223,9.9693,0.0,,,,,,,,
ARC,ELEMENTOS-ELEC,,,,,,,,,,-55.0989,13.1045,1.3718,,,,154.4505,189.2672
LINE,ELEMENTOS-ELEC,,,,-58.2624,14.1943,0.0,-56.2723,14.1943,0.0,,,,,,,,
LINE,CAJONEO,,,,-56.8223,14.3193,0.0,-55.7223,14.3193,0.0,,,,,,,,
LINE,CAJONEO,,,,-56.8223,14.3893,0.0,-55.7223,14.3893,0.0,,,,,,,,
LINE,CAJONEO,,,,-56.8223,15.1693,0.0,-55.7223,15.1693,0.0,,,,,,,,
LINE,CAJONEO,,,,-56.9723,12.6193,0.0,-56.3723,12.6193,0.0,,,,,,,,
LINE,CAJONEO,,,,-56.8223,12.7693,0.0,-56.3723,12.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-57.4723,15.3193,0.0,-55.1223,15.3193,0.0,,,,,,,,
LINE,CAJONEO,,,,-56.6223,15.9193,0.0,-55.1223,15.9193,0.0,,,,,,,,
TEXT,NOTAS,COCINA,-59.196,14.4959,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-58.3723,14.3042,0.0,-58.3723,14.9149,0.0,,,,,,,,
LINE,CAJONEO,,,,-59.9223,12.7693,0.0,-59.9223,15.6193,0.0,,,,,,,,
LINE,CAJONEO,,,,-59.3223,13.4193,0.0,-59.3223,15.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-56.9723,12.6193,0.0,-56.9723,15.1693,0.0,,,,,,,,
LINE,CAJONEO,,,,-56.8223,12.7693,0.0,-56.8223,15.1693,0.0,,,,,,,,
LINE,CAJONEO,,,,-59.7723,12.7693,0.0,-58.2242,12.7693,0.0,,,,,,,,
INSERT,CAJONEO,,,,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-59.9223,13.4193,0.0,-59.3223,13.4193,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-60.0723, 12.4693], [-59.7723, 12.4693], [-59.7723, 12.7693], [-60.0723, 12.7693]]",4.0,True,,
LINE,CAJONEO,,,,-59.7723,12.6193,0.0,-59.5433,12.6193,0.0,,,,,,,,
LINE,CAJONEO,,,,-59.9223,12.2362,0.0,-59.9223,12.4693,0.0,,,,,,,,
ARC,CAJONEO,,,,,,,,,,-59.1223,11.8239,0.9,,,,117.8898,152.734
TEXT,NOTAS,COMEDOR,-58.0717,13.7979,,,,,,,,,,,,,,
ARC,ELEMENTOS-ELEC,,,,,,,,,,-59.4373,13.4468,1.2756,,,,333.5842,30.2877
LINE,CABLES,,,,-58.2866,13.3857,0.0,-58.463,13.3057,0.0,,,,,,,,
LINE,CABLES,,,,-58.2866,13.3301,0.0,-58.463,13.25,0.0,,,,,,,,
LINE,CABLES,,,,-57.5319,14.2564,0.0,-57.5927,14.1141,0.0,,,,,,,,
LINE,CABLES,,,,-57.5891,14.2564,0.0,-57.6499,14.1141,0.0,,,,,,,,
TEXT,TEXTO,T.2.,-58.9113,13.0719,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-58.9542,12.8122,0.0,-58.5861,13.0077,0.0,,,,,,,,
LWPOLYLINE,ELEMENTOS-ELEC,,,,,,,,,,,,,"[[-58.5861, 13.0077], [-58.9542, 13.0077], [-58.9542, 12.8122], [-58.5861, 12.8122]]",4.0,True,,
LINE,ELEMENTOS-ELEC,,,,-58.3723,12.8257,0.0,-58.3473,12.8257,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-58.3723,14.0844,0.0,-58.3723,12.8257,0.0,,,,,,,,
TEXT,ELEMENTOS-ELEC,S,-58.353,12.7896,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-58.45,14.272,0.0,-58.4853,14.3074,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-58.45,14.1166,0.0,-58.4853,14.0813,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-58.2946,14.272,0.0,-58.2592,14.3074,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-58.2946,14.1166,0.0,-58.2592,14.0813,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-58.3723,14.1943,0.1099,,,,,
TEXT,TEXTO,21,-58.4501,14.1517,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-58.2242,12.6193,0.0,-58.2242,12.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-59.1223,12.6193,0.0,-58.2242,12.6193,0.0,,,,,,,,
LINE,CAJONEO,,,,-58.2242,12.6193,0.0,-56.9723,12.6193,0.0,,,,,,,,
LINE,CAJONEO,,,,-58.2242,12.7693,0.0,-56.9723,12.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-59.2723,15.9193,0.0,-59.7723,15.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-59.3223,15.8193,0.0,-59.7223,15.8193,0.0,,,,,,,,
LINE,CAJONEO,,,,-59.3223,15.8693,0.0,-59.7223,15.8693,0.0,,,,,,,,
LINE,CAJONEO,,,,-59.2723,15.7693,0.0,-59.7723,15.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-59.2723,15.7693,0.0,-59.2723,15.9193,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-60.0723, 15.6193], [-59.7723, 15.6193], [-59.7723, 15.9193], [-60.0723, 15.9193]]",4.0,True,,
LINE,CAJONEO,,,,-59.3223,15.7693,0.0,-59.3223,15.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-59.7223,15.9193,0.0,-59.7223,15.7693,0.0,,,,,,,,
LINE,CABLES,,,,-56.6809,16.7625,0.0,-56.8573,16.6824,0.0,,,,,,,,
LINE,CABLES,,,,-58.1894,15.4649,0.0,-58.3657,15.3849,0.0,,,,,,,,
LINE,CABLES,,,,-58.1894,15.4093,0.0,-58.3657,15.3292,0.0,,,,,,,,
LINE,CABLES,,,,-56.6866,16.6944,0.0,-56.863,16.6143,0.0,,,,,,,,
LINE,CABLES,,,,-56.6866,16.6387,0.0,-56.863,16.5587,0.0,,,,,,,,
LINE,CABLES,,,,-58.5888,16.5551,0.0,-58.7652,16.475,0.0,,,,,,,,
LINE,CABLES,,,,-58.5888,16.4994,0.0,-58.7652,16.4194,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-58.6745,15.7118,0.0,-58.5596,15.7118,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-58.2751,14.9149,0.0,-58.3723,14.9149,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-56.7723,15.9778,0.0,-57.4324,15.9778,0.0,,,,,,,,
TEXT,ELEMENTOS-ELEC,S,-58.5461,15.6752,,,,,,,,,,,,,,
TEXT,ELEMENTOS-ELEC,S.C,-57.6453,15.9572,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-57.4723,15.9193,0.0,-56.9223,15.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-57.6223,15.9193,0.0,-57.4723,15.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-58.4223,16.6693,0.0,-58.5723,16.6693,0.0,,,,,,,,
LINE,CAJONEO,,,,-58.4223,16.7193,0.0,-58.5723,16.7193,0.0,,,,,,,,
LINE,CAJONEO,,,,-57.6223,15.1693,0.0,-56.9723,15.1693,0.0,,,,,,,,
LINE,CAJONEO,,,,-58.4223,15.7693,0.0,-58.5723,15.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-58.5723,15.7693,0.0,-58.5723,16.6693,0.0,,,,,,,,
LINE,CAJONEO,,,,-58.4223,15.7693,0.0,-58.4223,16.6693,0.0,,,,,,,,
LINE,CAJONEO,,,,-57.4723,15.3193,0.0,-57.4723,15.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-57.6223,15.1693,0.0,-57.6223,15.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-57.6223,15.7693,0.0,-57.6223,15.9193,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-56.9223, 15.6193], [-56.6223, 15.6193], [-56.6223, 15.9193], [-56.9223, 15.9193]]",4.0,True,,
LINE,CAJONEO,,,,-53.5332,14.7681,0.0,-54.0548,14.4555,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.5723,15.0793,0.0,-55.5723,14.4793,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.7223,15.0793,0.0,-55.7223,14.4793,0.0,,,,,,,,
LINE,CAJONEO,,,,-54.0548,14.4555,0.0,-53.0812,14.2125,0.0,,,,,,,,
LINE,CAJONEO,,,,-53.7973,13.7693,0.0,-53.5741,13.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-53.7973,12.8693,0.0,-53.5923,12.8693,0.0,,,,,,,,
TEXT,NOTAS,W.C.,-56.1699,13.9551,,,,,,,,,,,,,,
LINE,CABLES,,,,-56.1866,13.3511,0.0,-56.363,13.271,0.0,,,,,,,,
LINE,CABLES,,,,-56.1866,13.2954,0.0,-56.363,13.2154,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-56.1624,13.7929,0.0,-55.9953,13.7929,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-56.2723,13.9028,0.0,-56.2723,14.1943,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-56.3898,12.8202,0.0,-56.2723,12.8202,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-56.2723,13.683,0.0,-56.2723,12.8202,0.0,,,,,,,,
TEXT,ELEMENTOS-ELEC,S,-56.4724,12.7892,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-56.35,13.8706,0.0,-56.3853,13.9059,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-56.35,13.7152,0.0,-56.3853,13.6798,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-56.1946,13.8706,0.0,-56.1592,13.9059,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-56.1946,13.7152,0.0,-56.1592,13.6798,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-56.2723,13.7929,0.1099,,,,,
TEXT,TEXTO,21,-56.3501,13.7502,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-55.4223,14.2193,0.0,-53.7973,14.2193,0.0,,,,,,,,
LINE,CAJONEO,,,,-54.2009,14.0453,0.0,-54.2914,14.0453,0.0,,,,,,,,
LINE,CAJONEO,,,,-54.2914,14.1292,0.0,-54.5947,13.7582,0.0,,,,,,,,
LINE,CAJONEO,,,,-54.2914,14.1292,0.0,-54.2914,14.0453,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.4223,12.4193,0.0,-53.7973,12.4193,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.4223,12.4193,0.0,-53.7973,12.4193,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.4223,13.3193,0.0,-53.7973,13.3193,0.0,,,,,,,,
LINE,CAJONEO,,,,-54.2914,13.4712,0.0,-54.2914,13.3872,0.0,,,,,,,,
LINE,CAJONEO,,,,-54.2009,13.4712,0.0,-54.2914,13.4712,0.0,,,,,,,,
LINE,CAJONEO,,,,-54.2914,13.3872,0.0,-54.5947,13.7582,0.0,,,,,,,,
LINE,CAJONEO,,,,-54.2009,14.0453,0.0,-54.2009,13.4712,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.7223,14.4793,0.0,-55.5723,14.4793,0.0,,,,,,,,
LINE,CAJONEO,,,,-56.3723,12.6193,0.0,-56.3723,12.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-53.0812,14.2125,0.0,-53.568,14.0736,0.0,,,,,,,,
LINE,CAJONEO,,,,-53.7973,16.4693,0.0,-53.493,16.4693,0.0,,,,,,,,
LINE,CAJONEO,,,,-53.7973,14.6693,0.0,-53.698,14.6693,0.0,,,,,,,,
LINE,CAJONEO,,,,-53.7973,15.5693,0.0,-53.5143,15.5693,0.0,,,,,,,,
LINE,TEXTO,,,,-54.6682,16.2328,0.0,-55.0704,16.4712,0.0,,,,,,,,
TEXT,TEXTO,BAJA A,-54.6466,16.2735,,,,,,,,,,,,,,
TEXT,TEXTO,1º PISO,-54.653,16.1339,,,,,,,,,,,,,,
LINE,TEXTO,,,,-54.6682,16.2328,0.0,-54.1135,16.2328,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-55.0949,16.4857,0.0285,,,,,
LINE,ELEMENTOS-ELEC,,,,-55.2573,16.4144,0.0,-55.2573,16.5581,0.0,,,,,,,,
TEXT,TEXTO,TELEF.,-55.6355,16.2876,,,,,,,,,,,,,,
HATCH,ELEMENTOS-ELEC,,,,,,,,,,,,,,,,,
LINE,TUBERIA,,,,-55.1422,16.4202,0.0,-55.1422,16.5523,0.0,,,,,,,,
LINE,CAJONEO,,,,-54.8223,16.0193,0.0,-53.7973,16.0193,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.4223,15.1193,0.0,-53.7973,15.1193,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.4223,15.1193,0.0,-53.7973,15.1193,0.0,,,,,,,,
LINE,CAJONEO,,,,-54.9723,15.1693,0.0,-54.8223,15.1693,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.5723,15.0793,0.0,-55.5723,15.1693,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.7223,15.0793,0.0,-55.7223,15.1693,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.7223,15.0793,0.0,-55.5723,15.0793,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.7223,15.0293,0.0,-55.5723,15.0293,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.7223,14.5293,0.0,-55.5723,14.5293,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.6223,15.0293,0.0,-55.6223,14.5293,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.6723,15.0293,0.0,-55.6723,14.5293,0.0,,,,,,,,
LINE,CAJONEO,,,,-55.5723,15.1693,0.0,-54.9723,15.1693,0.0,,,,,,,,
LINE,CAJONEO,,,,-73.9081,18.9193,0.0,-71.0581,18.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.2081,19.0693,0.0,-62.5581,19.0693,0.0,,,,,,,,
TEXT,NOTAS,SALA,-84.4701,17.7226,,,,,,,,,,,,,,
TEXT,NOTAS,ACOMPAÑANTES,-84.9387,17.4923,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-85.1164,18.9193,0.0,-81.8164,18.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.5664,19.0693,0.0,-78.0164,19.0693,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.2664,18.9193,0.0,-85.4164,18.9193,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-88.5664, 18.7693], [-88.2664, 18.7693], [-88.2664, 19.0693], [-88.5664, 19.0693]]",4.0,True,,
TEXT,NOTAS,VELACION,-86.5629,17.1195,,,,,,,,,,,,,,
LINE,CABLES,,,,-86.7932,17.2507,0.0,-86.9695,17.1706,0.0,,,,,,,,
LINE,CABLES,,,,-86.7932,17.3064,0.0,-86.9695,17.2263,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-86.8789,18.1318,0.1099,,,,,
LINE,ELEMENTOS-ELEC,,,,-86.8012,18.2095,0.0,-86.7658,18.2449,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-86.9566,18.2095,0.0,-86.9919,18.2449,0.0,,,,,,,,
TEXT,TEXTO,1,-86.9141,18.0829,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-86.8012,18.0541,0.0,-86.7658,18.0188,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-86.9566,18.0541,0.0,-86.9919,18.0188,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-85.4164, 18.7693], [-85.1164, 18.7693], [-85.1164, 19.0693], [-85.4164, 19.0693]]",4.0,True,,
LINE,CAJONEO,,,,-85.3414,18.1818,0.0,-85.1914,18.1818,0.0,,,,,,,,
LINE,CAJONEO,,,,-85.3414,18.1818,0.0,-85.3414,18.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-85.1914,18.1818,0.0,-85.1914,18.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-81.5164,18.9193,0.0,-78.3164,18.9193,0.0,,,,,,,,
LINE,CABLES,,,,-83.3703,17.3039,0.0,-83.5466,17.2238,0.0,,,,,,,,
LINE,CABLES,,,,-83.3825,17.3651,0.0,-83.5589,17.285,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-83.5441,18.0541,0.0,-83.5794,18.0188,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-83.3887,18.0541,0.0,-83.3533,18.0188,0.0,,,,,,,,
TEXT,TEXTO,1,-83.5016,18.0829,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-83.5441,18.2095,0.0,-83.5794,18.2449,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-83.3887,18.2095,0.0,-83.3533,18.2449,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-83.4664,18.1318,0.1099,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-81.8164, 18.7693], [-81.5164, 18.7693], [-81.5164, 19.0693], [-81.8164, 19.0693]]",4.0,True,,
TEXT,NOTAS,CAFETERIA,-80.3835,17.7618,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-79.8065,17.3443,0.0,-79.2982,17.3443,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-79.9164,17.3443,0.1099,,,,,
LINE,ELEMENTOS-ELEC,,,,-79.8387,17.422,0.0,-79.8033,17.4574,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-79.9941,17.422,0.0,-80.0294,17.4574,0.0,,,,,,,,
TEXT,TEXTO,1,-79.9516,17.2954,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-79.8387,17.2666,0.0,-79.8033,17.2313,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-79.9941,17.2666,0.0,-80.0294,17.2313,0.0,,,,,,,,
TEXT,TEXTO,4,-77.6747,17.3094,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-77.5696,17.4622,0.0,-77.3631,17.2265,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-77.3631,17.4622,0.0,-77.5696,17.2265,0.0,,,,,,,,
LWPOLYLINE,ELEMENTOS-ELEC,,,,,,,,,,,,,"[[-77.3631, 17.4622], [-77.5696, 17.4622], [-77.5696, 17.2265], [-77.3631, 17.2265]]",4.0,True,,
LINE,CAJONEO,,,,-78.0164,18.7193,0.0,-78.1664,18.7193,0.0,,,,,,,,
LINE,CAJONEO,,,,-78.0164,19.0693,0.0,-76.9164,19.0693,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-78.3164, 18.7693], [-78.0164, 18.7693], [-78.0164, 19.0693], [-78.3164, 19.0693]]",4.0,True,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-74.2081, 18.7693], [-73.9081, 18.7693], [-73.9081, 19.0693], [-74.2081, 19.0693]]",4.0,True,,
LINE,CAJONEO,,,,-67.9081,18.9193,0.0,-67.4581,18.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-70.7581,18.9193,0.0,-68.0581,18.9193,0.0,,,,,,,,
TEXT,NOTAS,VELACION,-72.2167,17.3333,,,,,,,,,,,,,,
TEXT,TEXTO,11,-72.5985,18.0892,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-72.5983,18.0541,0.0,-72.6337,18.0188,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-72.4429,18.0541,0.0,-72.4076,18.0188,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-72.5983,18.2095,0.0,-72.6337,18.2449,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-72.4429,18.2095,0.0,-72.4076,18.2449,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-72.5206,18.1318,0.1099,,,,,
LINE,CABLES,,,,-72.435,17.3064,0.0,-72.6113,17.2263,0.0,,,,,,,,
LINE,CABLES,,,,-72.435,17.2507,0.0,-72.6113,17.1706,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-71.0581, 18.7693], [-70.7581, 18.7693], [-70.7581, 19.0693], [-71.0581, 19.0693]]",4.0,True,,
LINE,CAJONEO,,,,-70.9831,18.1443,0.0,-70.8331,18.1443,0.0,,,,,,,,
LINE,CAJONEO,,,,-70.8331,18.1443,0.0,-70.8331,18.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-70.9831,18.1443,0.0,-70.9831,18.7693,0.0,,,,,,,,
TEXT,NOTAS,SALA,-68.8605,17.656,,,,,,,,,,,,,,
TEXT,NOTAS,ACOMPAÑANTES,-69.3291,17.4258,,,,,,,,,,,,,,
TEXT,TEXTO,11,-69.486,18.0892,,,,,,,,,,,,,,
LINE,CABLES,,,,-69.3225,17.2507,0.0,-69.4988,17.1706,0.0,,,,,,,,
LINE,CABLES,,,,-69.3225,17.3064,0.0,-69.4988,17.2263,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-69.4081,18.1318,0.1099,,,,,
LINE,ELEMENTOS-ELEC,,,,-69.3304,18.2095,0.0,-69.2951,18.2449,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-69.4858,18.2095,0.0,-69.5212,18.2449,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-69.3304,18.0541,0.0,-69.2951,18.0188,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-69.4858,18.0541,0.0,-69.5212,18.0188,0.0,,,,,,,,
LINE,CAJONEO,,,,-65.7081,18.9193,0.0,-63.9581,18.9193,0.0,,,,,,,,
TEXT,NOTAS,SALA,-66.9138,18.6624,,,,,,,,,,,,,,
TEXT,NOTAS,ACOMPAÑANTES,-67.3824,18.4321,,,,,,,,,,,,,,
LINE,CABLES,,,,-66.7975,17.3064,0.0,-66.9738,17.2263,0.0,,,,,,,,
LINE,CABLES,,,,-66.7975,17.2507,0.0,-66.9738,17.1706,0.0,,,,,,,,
TEXT,TEXTO,11,-66.961,18.0892,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-66.9608,18.2095,0.0,-66.9962,18.2449,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-66.9608,18.0541,0.0,-66.9962,18.0188,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-66.8054,18.2095,0.0,-66.7701,18.2449,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-66.8054,18.0541,0.0,-66.7701,18.0188,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-66.8831,18.1318,0.1099,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-67.4581, 18.7693], [-67.1581, 18.7693], [-67.1581, 19.0693], [-67.4581, 19.0693]]",4.0,True,,
LINE,CAJONEO,,,,-67.1581,18.9193,0.0,-65.8581,18.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-65.8581,17.5193,0.0,-65.7081,17.5193,0.0,,,,,,,,
LINE,CAJONEO,,,,-65.7081,17.5193,0.0,-65.7081,18.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-65.8581,17.5193,0.0,-65.8581,18.9193,0.0,,,,,,,,
TEXT,NOTAS,VELACION,-63.9977,17.2065,,,,,,,,,,,,,,
LINE,CABLES,,,,-64.1225,17.3064,0.0,-64.2988,17.2263,0.0,,,,,,,,
LINE,CABLES,,,,-64.1225,17.2507,0.0,-64.2988,17.1706,0.0,,,,,,,,
TEXT,TEXTO,11,-64.286,18.0892,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-64.2858,18.2095,0.0,-64.3212,18.2449,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-64.2858,18.0541,0.0,-64.3212,18.0188,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-64.1304,18.2095,0.0,-64.0951,18.2449,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-64.1304,18.0541,0.0,-64.0951,18.0188,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-64.2081,18.1318,0.1099,,,,,
LINE,CAJONEO,,,,-62.5581,18.3703,0.0,-62.7081,18.3703,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.7081,18.4193,0.0,-62.5581,18.4193,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.7081,18.4193,0.0,-62.7081,18.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.5581,18.4193,0.0,-62.5581,19.0693,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-63.9581, 18.7693], [-63.6581, 18.7693], [-63.6581, 19.0693], [-63.9581, 19.0693]]",4.0,True,,
LINE,CAJONEO,,,,-63.6581,18.9193,0.0,-62.7081,18.9193,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.6081,17.5443,0.0,-62.6081,17.1443,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.6581,17.5443,0.0,-62.6581,17.1443,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.5581,17.5943,0.0,-62.5581,17.0943,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.7081,17.5943,0.0,-62.7081,17.0943,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.5581,17.1443,0.0,-62.7081,17.1443,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.5581,17.0943,0.0,-62.7081,17.0943,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.5581,17.9203,0.0,-62.5581,17.5943,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.7081,17.9203,0.0,-62.7081,17.5943,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.5581,17.5943,0.0,-62.7081,17.5943,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.5581,17.9203,0.0,-62.7081,17.9203,0.0,,,,,,,,
LINE,CAJONEO,,,,-62.5581,17.9703,0.0,-62.7081,17.9703,0.0,,,,,,,,
