entity_type,layer,center_x,center_y,radius,start_angle,end_angle,vertices,vertex_count,closed,start_x,start_y,start_z,end_x,end_y,end_z,text,insert_x,insert_y
LINE,SANITARIOS,,,,,,,,,-14.0982,283.6434,0.0,-14.4689,283.2726,0.0,,,
LINE,SANITARIOS,,,,,,,,,-14.0482,283.6226,0.0,-14.4482,283.2226,0.0,,,
LINE,SANITARIOS,,,,,,,,,-14.6982,283.9476,0.0,-14.1982,283.9476,0.0,,,
LINE,SANITARIOS,,,,,,,,,-14.8232,284.0726,0.0,-14.1732,284.0726,0.0,,,
ARC,SANITARIOS,-14.1732,283.9976,0.075,0.0,90.0,,,,,,,,,,,,
LINE,SANITARIOS,,,,,,,,,-14.9482,283.2226,0.0,-14.4482,283.2226,0.0,,,
LINE,SANITARIOS,,,,,,,,,-14.7201,283.8946,0.0,-14.3189,283.4934,0.0,,,
LINE,SANITARIOS,,,,,,,,,-14.8232,283.2726,0.0,-14.4689,283.2726,0.0,,,
ARC,SANITARIOS,-14.8232,283.3476,0.075,180.0,270.0,,,,,,,,,,,,
LINE,SANITARIOS,,,,,,,,,-14.7732,283.8726,0.0,-14.7732,283.3726,0.0,,,
LINE,SANITARIOS,,,,,,,,,-14.8982,283.9976,0.0,-14.8982,283.3476,0.0,,,
CIRCLE,SANITARIOS,-14.7732,283.9476,0.025,,,,,,,,,,,,,,
ARC,SANITARIOS,-14.8232,283.9976,0.075,90.0,180.0,,,,,,,,,,,,
LINE,SANITARIOS,,,,,,,,,-14.0982,283.9976,0.0,-14.0982,283.6434,0.0,,,
LINE,SANITARIOS,,,,,,,,,-14.0482,283.6226,0.0,-14.0482,284.1118,0.0,,,
INSERT,PUERTAS,,,,,,,,,,,,,,,,,
INSERT,PUERTAS,,,,,,,,,,,,,,,,,
LWPOLYLINE,PROYECCION,,,,,,"[[-13.0483, 282.4007], [-11.9984, 282.4007], [-11.9984, 284.087], [-13.0483, 284.0997]]",4.0,True,,,,,,,,,
LINE,PROYECCION,,,,,,,,,-13.0483,282.4007,0.0,-11.9984,284.087,0.0,,,
LINE,PROYECCION,,,,,,,,,-11.9984,282.4007,0.0,-13.0483,284.0997,0.0,,,
LWPOLYLINE,MURO,,,,,,"[[-13.0483, 283.1015], [-13.1983, 283.1015], [-13.1983, 282.2507], [-13.0483, 282.2507]]",4.0,True,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-11.9984, 282.2507], [-11.8484, 282.2507], [-11.8484, 282.787], [-11.9984, 282.787]]",4.0,True,,,,,,,,,
INSERT,PUERTAS,,,,,,,,,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-13.0483, 283.1015], [-13.1983, 283.1015], [-13.1983, 284.1015], [-13.0483, 284.0997]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-13.1083, 283.1015], [-13.1383, 283.1015], [-13.1383, 284.1008], [-13.1083, 284.1004]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-11.8484, 282.787], [-11.9984, 282.787], [-11.9984, 284.087], [-11.8484, 284.0852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-11.9084, 282.787], [-11.9384, 282.787], [-11.9384, 284.0863], [-11.9084, 284.0859]]",4.0,True,,,,,,,,,
INSERT,SANITARIOS,,,,,,,,,,,,,,,,,
INSERT,SANITARIOS,,,,,,,,,,,,,,,,,
LINE,ESCALERA,,,,,,,,,-17.5982,283.1226,0.0,-17.5982,284.1542,0.0,,,
LINE,ESCALERA,,,,,,,,,-17.8482,283.1226,0.0,-17.8482,284.1573,0.0,,,
LINE,ESCALERA,,,,,,,,,-18.3482,283.1226,0.0,-18.3482,284.1629,0.0,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,SS.HH,-13.7555,282.8515
INSERT,0,,,,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,DORMITORIO,-10.4851,281.7515
INSERT,0,,,,,,,,,,,,,,,,,
LWPOLYLINE,PROYECCION,,,,,,"[[-15.0982, 283.1226], [-18.5982, 283.1226], [-18.5982, 284.166], [-15.0982, 284.1226], [-15.0982, 283.1226]]",5.0,False,,,,,,,,,
LWPOLYLINE,PROYECCION,,,,,,"[[-15.0982, 283.1226], [-15.0982, 282.4007], [-18.4482, 282.4007], [-18.4482, 283.1226], [-15.0982, 283.1226]]",5.0,False,,,,,,,,,
LINE,PROYECCION,,,,,,,,,-18.4482,283.1226,0.0,-15.0982,282.4007,0.0,,,
LINE,PROYECCION,,,,,,,,,-18.4482,282.4007,0.0,-15.0982,283.1226,0.0,,,
INSERT,MOBILIARIO,,,,,,,,,,,,,,,,,
LWPOLYLINE,OTROS,,,,,,"[[-18.695, 283.3213], [-18.7777, 283.629], [-18.695, 283.9366]]",3.0,False,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,02,-15.4999,282.5814
CIRCLE,OTROS,-15.5982,282.4859,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,03,-15.4999,282.7936
CIRCLE,OTROS,-15.5982,282.6981,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,04,-15.4999,283.0058
CIRCLE,OTROS,-15.5982,282.9103,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,05,-15.4999,283.2181
CIRCLE,OTROS,-15.5982,283.1226,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,06,-15.9999,283.7244
CIRCLE,OTROS,-16.0982,283.629,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,07,-16.2499,283.726
CIRCLE,OTROS,-16.3482,283.6305,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,08,-16.4999,283.7244
CIRCLE,OTROS,-16.5982,283.629,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,09,-16.7499,283.7244
CIRCLE,OTROS,-16.8482,283.629,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,10,-16.9999,283.7244
CIRCLE,OTROS,-17.0982,283.629,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,11,-17.2499,283.7244
CIRCLE,OTROS,-17.3482,283.629,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,12,-17.4999,283.7244
CIRCLE,OTROS,-17.5982,283.629,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,13,-17.7499,283.7244
CIRCLE,OTROS,-17.8482,283.629,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,14,-17.9999,283.7244
CIRCLE,OTROS,-18.0982,283.629,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,15,-18.2499,283.7244
CIRCLE,OTROS,-18.3482,283.629,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,16,-18.4999,283.7244
CIRCLE,OTROS,-18.5982,283.629,0.03,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,PASADIZO,-16.2745,281.6496
INSERT,0,,,,,,,,,,,,,,,,,
LINE,PROYECCION,,,,,,,,,-18.5982,283.1226,0.0,-15.0982,284.1226,0.0,,,
LINE,PROYECCION,,,,,,,,,-18.5982,284.166,0.0,-15.0982,283.1226,0.0,,,
LWPOLYLINE,MURO BAJO.,,,,,,"[[-15.0982, 282.2507], [-18.5982, 282.2507], [-18.5982, 283.1226], [-18.4482, 283.1226], [-18.4482, 282.4007], [-15.0982, 282.4007]]",6.0,True,,,,,,,,,
LWPOLYLINE,ESCALERA,,,,,,"[[-15.0982, 283.1226], [-16.0982, 283.1226], [-18.5982, 283.1226], [-18.5982, 284.166]]",4.0,False,,,,,,,,,
LWPOLYLINE,ESCALERA,,,,,,"[[-16.0982, 282.4007], [-16.0982, 284.1353], [-16.0982, 283.1226]]",3.0,False,,,,,,,,,
LWPOLYLINE,OTROS,,,,,,"[[-15.5982, 282.4007], [-15.5982, 283.629], [-18.7777, 283.629]]",3.0,False,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-19.9582, 281.3507], [-19.9582, 283.1837], [-19.8082, 283.1837], [-19.8082, 281.2007], [-20.5582, 281.2007], [-20.5582, 281.3507]]",6.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-19.9582, 283.1837], [-19.8082, 283.1837], [-19.8082, 284.1837], [-19.9582, 284.1837]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-19.8957, 283.1837], [-19.8707, 283.1837], [-19.8707, 284.1837], [-19.8957, 284.1837]]",4.0,True,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-15.2482, 278.4007], [-15.2482, 278.5507], [-15.0982, 278.5507], [-15.0982, 281.2007], [-18.8482, 281.2007], [-18.8482, 281.3507], [-9.0997, 281.3507], [-9.1276, 284.0523], [-11.9984, 284.087], [-11.9984, 284.237], [-8.9791, 284.2005], [-8.9482, 281.2007], [-14.9482, 281.2007], [-14.9482, 278.4007]]",14.0,True,,,,,,,,,
LWPOLYLINE,PROYECCION,,,,,,"[[-14.9482, 276.9007], [-21.4091, 276.9007], [-21.4091, 278.4007], [-14.9482, 278.4007]]",4.0,True,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-21.2582, 278.5507], [-21.1082, 278.5507], [-21.1082, 278.4007], [-21.4091, 278.4007], [-21.4064, 284.3507], [-13.0483, 284.2497], [-13.0483, 284.0997], [-14.9482, 284.1226], [-14.9482, 282.4007], [-13.8983, 282.4007], [-13.8983, 282.2507], [-15.0982, 282.2507], [-15.0982, 284.1226], [-21.2582, 284.1989]]",14.0,True,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-19.7287, 278.4007], [-18.7787, 278.4007], [-18.7787, 278.5507], [-19.7287, 278.5507]]",4.0,True,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-17.5787, 278.4007], [-16.6287, 278.4007], [-16.6287, 278.5507], [-17.5787, 278.5507]]",4.0,True,,,,,,,,,
INSERT,SANITARIOS,,,,,,,,,,,,,,,,,
INSERT,SANITARIOS,,,,,,,,,,,,,,,,,
LWPOLYLINE,MURO BAJO.,,,,,,"[[-19.9582, 283.2837], [-21.2582, 283.2837], [-21.2582, 283.1837], [-19.9582, 283.1837]]",4.0,True,,,,,,,,,
LINE,SANITARIOS,,,,,,,,,-19.9582,283.2837,0.0,-20.6027,283.6874,0.0,,,
LINE,SANITARIOS,,,,,,,,,-21.2582,283.2837,0.0,-20.6527,283.7374,0.0,,,
LWPOLYLINE,SANITARIOS,,,,,,"[[-20.6527, 283.7374], [-20.6027, 283.6874], [-20.5527, 283.7374], [-20.6027, 283.7874]]",4.0,True,,,,,,,,,
LINE,SANITARIOS,,,,,,,,,-20.5527,283.7374,0.0,-19.9582,284.1837,0.0,,,
LINE,SANITARIOS,,,,,,,,,-20.6027,283.7874,0.0,-21.2582,284.1989,0.0,,,
INSERT,PUERTAS,,,,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,SS.HH,-20.7179,281.9461
INSERT,0,,,,,,,,,,,,,,,,,
INSERT,PUERTAS,,,,,,,,,,,,,,,,,
INSERT,MOBILIARIO,,,,,,,,,,,,,,,,,
INSERT,0,,,,,,,,,,,,,,,,,
INSERT,MOBILIARIO,,,,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,DORMITORIO,-18.6826,279.8801
INSERT,0,,,,,,,,,,,,,,,,,
LWPOLYLINE,PROYECCION,,,,,,"[[-21.4091, 278.4007], [-21.4091, 277.9007], [-19.4091, 277.9007], [-19.4091, 278.4007]]",4.0,False,,,,,,,,,
LWPOLYLINE,PROYECCION,,,,,,"[[-19.1791, 278.4007], [-19.1791, 277.9007], [-17.1791, 277.9007], [-17.1791, 278.4007]]",4.0,False,,,,,,,,,
LWPOLYLINE,PROYECCION,,,,,,"[[-16.9491, 278.4007], [-16.9491, 277.9007], [-14.9491, 277.9007], [-14.9491, 278.4007]]",4.0,False,,,,,,,,,
LWPOLYLINE,MURO BAJO.,,,,,,"[[-11.9984, 282.4007], [-13.0483, 282.4007], [-13.0483, 282.2507], [-11.9984, 282.2507]]",4.0,True,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-2.368, 278.4007], [-2.118, 278.4007], [-2.118, 278.5507], [-2.368, 278.5507]]",4.0,True,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-0.668, 278.4007], [-0.918, 278.4007], [-0.918, 278.5507], [-0.668, 278.5507]]",4.0,True,,,,,,,,,
LWPOLYLINE,MURO BAJO.,,,,,,"[[-2.1876, 281.2507], [-4.5976, 281.2507], [-4.5976, 281.1007], [-2.1876, 281.1007]]",4.0,True,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-0.4376, 281.3507], [-2.1876, 281.3507], [-2.1876, 281.1007], [-1.9376, 281.1007], [-1.9376, 281.2007], [-0.5876, 281.2007], [-0.5876, 280.5007], [-0.4376, 280.5007]]",8.0,True,,,,,,,,,
LINE,PUERTAS,,,,,,,,,-4.5576,281.2218,0.0,-4.5576,281.1396,0.0,,,
LWPOLYLINE,PUERTAS,,,,,,"[[-4.5576, 281.1292], [-4.5576, 281.1007], [-4.5976, 281.1007], [-4.5976, 281.2218], [-4.5576, 281.2218], [-4.5676, 281.1396], [-4.5576, 281.1396], [-4.5676, 281.2218], [-4.5676, 281.1292]]",9.0,True,,,,,,,,,
LINE,PUERTAS,,,,,,,,,-2.2276,281.2218,0.0,-2.2276,281.1396,0.0,,,
LWPOLYLINE,PUERTAS,,,,,,"[[-2.2276, 281.1292], [-2.2276, 281.1007], [-2.1876, 281.1007], [-2.1876, 281.2218], [-2.2276, 281.2218], [-2.2176, 281.1396], [-2.2276, 281.1396], [-2.2176, 281.2218], [-2.2176, 281.1292]]",9.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-4.5666, 281.1302], [-2.2186, 281.1302], [-2.2186, 281.1386], [-4.5666, 281.1386]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-3.7964, 281.1394], [-3.7764, 281.1394], [-3.7764, 281.1443], [-3.781, 281.1443], [-3.7918, 281.1443], [-3.7964, 281.1443]]",6.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-3.7839, 281.1158], [-3.7832, 281.1181], [-3.7784, 281.1237], [-3.7784, 281.1255], [-3.7764, 281.1255], [-3.7764, 281.13], [-3.7829, 281.13], [-3.7829, 281.1388], [-3.7899, 281.1388], [-3.7899, 281.13], [-3.7964, 281.13], [-3.7964, 281.1255], [-3.7944, 281.1255], [-3.7944, 281.1237], [-3.7896, 281.1181], [-3.7889, 281.1158], [-3.7889, 281.1138], [-3.7839, 281.1138]]",18.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-3.4026, 281.1394], [-3.3826, 281.1394], [-3.3826, 281.1443], [-3.3872, 281.1443], [-3.3979, 281.1443], [-3.4026, 281.1443]]",6.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-3.3901, 281.1158], [-3.3894, 281.1181], [-3.3846, 281.1237], [-3.3846, 281.1255], [-3.3826, 281.1255], [-3.3826, 281.13], [-3.3891, 281.13], [-3.3891, 281.1388], [-3.3961, 281.1388], [-3.3961, 281.13], [-3.4026, 281.13], [-3.4026, 281.1255], [-3.4006, 281.1255], [-3.4006, 281.1237], [-3.3957, 281.1181], [-3.3951, 281.1158], [-3.3951, 281.1138], [-3.3901, 281.1138]]",18.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-4.1703, 281.1394], [-4.1903, 281.1394], [-4.1903, 281.1443], [-4.1857, 281.1443], [-4.1749, 281.1443], [-4.1703, 281.1443]]",6.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-4.1828, 281.1158], [-4.1835, 281.1181], [-4.1883, 281.1237], [-4.1883, 281.1255], [-4.1903, 281.1255], [-4.1903, 281.13], [-4.1838, 281.13], [-4.1838, 281.1388], [-4.1768, 281.1388], [-4.1768, 281.13], [-4.1703, 281.13], [-4.1703, 281.1255], [-4.1723, 281.1255], [-4.1723, 281.1237], [-4.1771, 281.1181], [-4.1778, 281.1158], [-4.1778, 281.1138], [-4.1828, 281.1138]]",18.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-2.9887, 281.1394], [-3.0087, 281.1394], [-3.0087, 281.1443], [-3.0041, 281.1443], [-2.9933, 281.1443], [-2.9887, 281.1443]]",6.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-3.0012, 281.1158], [-3.0019, 281.1181], [-3.0067, 281.1237], [-3.0067, 281.1255], [-3.0087, 281.1255], [-3.0087, 281.13], [-3.0022, 281.13], [-3.0022, 281.1388], [-2.9952, 281.1388], [-2.9952, 281.13], [-2.9887, 281.13], [-2.9887, 281.1255], [-2.9907, 281.1255], [-2.9907, 281.1237], [-2.9955, 281.1181], [-2.9962, 281.1158], [-2.9962, 281.1138], [-3.0012, 281.1138]]",18.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-2.6148, 281.1394], [-2.5948, 281.1394], [-2.5948, 281.1443], [-2.5994, 281.1443], [-2.6102, 281.1443], [-2.6148, 281.1443]]",6.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-2.6023, 281.1158], [-2.6016, 281.1181], [-2.5968, 281.1237], [-2.5968, 281.1255], [-2.5948, 281.1255], [-2.5948, 281.13], [-2.6013, 281.13], [-2.6013, 281.1388], [-2.6083, 281.1388], [-2.6083, 281.13], [-2.6148, 281.13], [-2.6148, 281.1255], [-2.6128, 281.1255], [-2.6128, 281.1237], [-2.608, 281.1181], [-2.6073, 281.1158], [-2.6073, 281.1138], [-2.6023, 281.1138]]",18.0,True,,,,,,,,,
LWPOLYLINE,MURO BAJO.,,,,,,"[[-13.0483, 284.2497], [-11.9984, 284.237], [-11.9984, 284.087], [-13.0483, 284.0997]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-21.1082, 278.4007], [-19.7287, 278.4007], [-19.7287, 278.5507], [-21.1082, 278.5507]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-21.1082, 278.4607], [-19.7287, 278.4607], [-19.7287, 278.4907], [-21.1082, 278.4907]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-16.6287, 278.4007], [-15.2491, 278.4007], [-15.2491, 278.5507], [-16.6287, 278.5507]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-16.6287, 278.4607], [-15.2491, 278.4607], [-15.2491, 278.4907], [-16.6287, 278.4907]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-18.7787, 278.4007], [-17.5787, 278.4007], [-17.5787, 278.5507], [-18.7787, 278.5507]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-18.7787, 278.4607], [-17.5787, 278.4607], [-17.5787, 278.4907], [-18.7787, 278.4907]]",4.0,True,,,,,,,,,
LINE,MURO,,,,,,,,,5.3327,266.3352,0.0,5.3327,271.9593,0.0,,,
LINE,MURO,,,,,,,,,11.7927,266.3352,0.0,11.7927,271.9593,0.0,,,
LWPOLYLINE,VENTANA,,,,,,"[[11.0427, 268.8852], [9.4123, 268.8852], [9.4123, 267.4852], [11.0427, 267.4852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[7.7123, 268.8852], [6.0818, 268.8852], [6.0818, 267.4852], [7.7123, 267.4852]]",4.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[7.9623, 266.4852], [9.1623, 266.4852], [9.1623, 268.8852], [7.9623, 268.8852]]",4.0,True,,,,,,,,,
LINE,MURO BAJO.,,,,,,,,,5.3327,266.4852,0.0,11.7927,266.4852,0.0,,,
LWPOLYLINE,MURO BAJO.,,,,,,"[[7.9623, 266.4852], [5.3327, 266.4852], [5.3327, 266.7852], [7.9623, 266.7852]]",4.0,True,,,,,,,,,
LWPOLYLINE,OTROS,,,,,,"[[9.1623, 266.4852], [11.7927, 266.4852], [11.7927, 266.7852], [9.1623, 266.7852]]",4.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[7.9923, 266.4852], [9.1323, 266.4852], [9.1323, 268.8552], [7.9923, 268.8552]]",4.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[7.9923, 266.4852], [9.1323, 266.4852], [9.1323, 268.8552], [7.9923, 268.8552]]",4.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.3011, 267.251], [8.8234, 267.251], [8.8234, 266.7664], [8.3011, 266.7664]]",4.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.4114, 267.1907], [8.7131, 267.1907], [8.7631, 267.1407], [8.7631, 266.8767], [8.7131, 266.8267], [8.4114, 266.8267], [8.3614, 266.8767], [8.3614, 267.1407]]",8.0,True,,,,,,,,,
ARC,PUERTAS,8.5047,267.354,0.0222,33.5389,344.5941,,,,,,,,,,,,
ARC,PUERTAS,8.9165,267.7268,0.0222,208.5569,162.2197,,,,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.9216, 267.7354], [8.688, 267.5541], [8.5036, 267.363], [8.5058, 267.345], [8.7081, 267.5538], [8.922, 267.7182]]",6.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.271, 266.7363], [8.8535, 266.7363], [8.8535, 267.2811], [8.271, 267.2811]]",4.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.8323, 268.3807], [8.5723, 268.3807], [8.5723, 267.9263], [8.8323, 267.9263], [8.9823, 268.0763], [8.9823, 268.2307]]",6.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.5522, 268.3807], [8.2923, 268.3807], [8.1423, 268.2307], [8.1423, 268.0763], [8.2923, 267.9263], [8.5522, 267.9263]]",6.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.7035, 267.4317], [8.5723, 267.4317], [8.5723, 267.9062], [8.8535, 267.9062], [8.8535, 267.5817]]",5.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.421, 267.4317], [8.5522, 267.4317], [8.5522, 267.9062], [8.271, 267.9062], [8.271, 267.5817]]",5.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.421, 268.7347], [8.5522, 268.7347], [8.5522, 268.4008], [8.271, 268.4008], [8.271, 268.5847]]",5.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.5723, 268.4008], [8.8535, 268.4008], [8.8535, 268.5847], [8.7035, 268.7347], [8.5723, 268.7347]]",5.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.7035, 267.4117], [8.8735, 267.5817], [8.8735, 267.9114], [9.0023, 268.0763], [9.0023, 268.2307], [8.8735, 268.3957], [8.8735, 268.5847], [8.7035, 268.7547], [8.421, 268.7547], [8.251, 268.5847], [8.251, 268.3957], [8.1223, 268.2307], [8.1223, 268.0763], [8.251, 267.9114], [8.251, 267.5817], [8.421, 267.4117], [8.7035, 267.4117]]",17.0,False,,,,,,,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.4522, 268.2807], [8.2923, 268.2807], [8.2423, 268.2307], [8.2423, 268.0763], [8.2923, 268.0263], [8.4522, 268.0263]]",6.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.8323, 268.2807], [8.6723, 268.2807], [8.6723, 268.0263], [8.8323, 268.0263], [8.8823, 268.0763], [8.8823, 268.2307]]",6.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.421, 268.6847], [8.5022, 268.6847], [8.5022, 268.4508], [8.321, 268.4508], [8.321, 268.5847]]",5.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.6223, 268.4508], [8.8035, 268.4508], [8.8035, 268.5847], [8.7035, 268.6847], [8.6223, 268.6847]]",5.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.421, 267.4817], [8.5022, 267.4817], [8.5022, 267.8562], [8.321, 267.8562], [8.321, 267.5817]]",5.0,True,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[8.7035, 267.4817], [8.6223, 267.4817], [8.6223, 267.8562], [8.8035, 267.8562], [8.8035, 267.5817]]",5.0,True,,,,,,,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,PUERTAS,,,,,,"[[7.9923, 268.8552], [9.1323, 268.8552], [9.1323, 266.4852], [7.9923, 266.4852]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[7.6723, 268.8452], [6.1218, 268.8452], [6.1218, 267.5252], [7.6723, 267.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.0027, 268.8452], [9.4523, 268.8452], [9.4523, 267.5252], [11.0027, 267.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.4844, 268.1552], [6.1218, 268.1552], [6.1218, 267.5252], [6.4844, 267.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.867, 268.1552], [6.5044, 268.1552], [6.5044, 267.5252], [6.867, 267.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[7.2896, 268.1552], [6.927, 268.1552], [6.927, 267.5252], [7.2896, 267.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[7.6723, 268.1552], [7.3096, 268.1552], [7.3096, 267.5252], [7.6723, 267.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[7.6723, 268.8452], [7.3096, 268.8452], [7.3096, 268.2152], [7.6723, 268.2152]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[7.2896, 268.8452], [6.927, 268.8452], [6.927, 268.2152], [7.2896, 268.2152]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.867, 268.8452], [6.5044, 268.8452], [6.5044, 268.2152], [6.867, 268.2152]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.4844, 268.8452], [6.1218, 268.8452], [6.1218, 268.2152], [6.4844, 268.2152]]",4.0,True,,,,,,,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[7.3096, 268.8452], [7.6723, 268.8452], [7.6723, 268.2152]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.927, 268.8452], [7.2896, 268.8452], [7.2896, 268.2152]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.5044, 268.8452], [6.867, 268.8452], [6.867, 268.2152]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.1218, 268.8452], [6.4844, 268.8452], [6.4844, 268.2152]]",3.0,False,,,,,,,,,
